# weak detections 
# name lsehaw2 lserwr lewwr elsehawr elserwr elewwr 
                     J0049-20    30.136    6.682    0.392    0.173    0.016    0.174
                  J1026-19:S4    31.719    7.806    1.000    0.145    0.087    0.258
                  J1026-19:S5    30.768    6.695    1.033    0.139    0.029    0.320
                  J1051-17:S2    31.740    8.011    1.559    0.154    0.016    0.161
                  J1051-17:S5    31.369    7.545    0.859    0.167    0.017    0.232
