      1.06096      68.5735

      2.58263      61.0704

     0.568649      5.65669
      1.93838      123.849
      2.00077      18.4184

     0.704087      6.28296
      1.61683      88.8487
     0.805234      17.1800

     0.489111      3.29857
      1.67094      93.9366
      1.63139      9.91640

     0.767733      3.10916
    0.0962649      63.3416
    0.0487265      11.2293

     0.632036      9.93107
     0.443184      69.8936
     0.112018      24.4264

     0.810155      3.85855
      3.15876      66.1105
      1.69501      10.3706

      3.23729      141.804

      1.08333      1.73780
      1.73322      70.0519
      1.17699      4.13645
      2.45831      10.5451
      1.80525      14.9784

      1.17577      15.9557
      3.80658      214.265
      3.19691      11.2104
      2.09150      8.22089
      3.09225      36.9316
      3.36702      32.3164

     0.550130      20.8448
     0.749549      132.219
      1.65111      45.9750
     0.588691      20.6736
     0.394506      13.2425

     0.215650      14.4360
     0.355980      118.044
     0.542871      43.6402
     0.136435      14.7563
     0.197556      11.5960

     0.947625      20.8091
      2.97966      93.5373
      1.75458      53.9336
     0.231606      3.46439
      1.23489      21.1409
      1.01709      18.1764

     0.735783      12.9547
      1.67437      210.814
      2.09818      34.5921
      1.77763      39.8009
      1.11439      22.8016

      2.01013      86.0893
     0.973241      6.66810
      2.21114      15.7628
      2.20231      8.27772

      1.94747      208.555
      2.16437      18.2634
      5.84801      39.2619
      3.00110      25.7679

      1.07300      17.8100
      2.62847      230.006
      2.18819      53.5561
      1.86033      56.6019
      1.18008      28.0912

     0.643138      11.4549
     0.141075      146.816
    0.0375883      30.7745
    0.0811680      37.6956
    0.0247968      29.4660

     0.233823      8.79488
     0.561164      185.414
     0.835695      31.5208
     0.336761      55.9787
     0.392447      38.0626

     0.779496      14.6496
      1.47749      94.0985
      1.66985      38.1018
      1.47958      25.0116
      1.28336      39.0992

      2.35048      7.51758
      3.20553      123.999

